Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-04-19,161.76,162.64,159.6,161.69,19284284.0,0.0,1.0,138.07617845029287,138.82733471288103,136.2324312603038,138.01642738395063,19284284.0
2017-04-18,170.79,171.69,169.83,170.05,6345465.0,0.0,1.0,145.78406600844164,146.55229400427044,144.96462281289095,145.152411878538,6345465.0
2017-04-17,169.75,171.3,169.62,171.1,3720218.0,0.0,1.0,144.8963358799284,146.21939520607796,144.78536961386425,146.04867787367155,3720218.0
2017-04-13,169.92,171.36,169.53,169.53,3205462.0,0.0,1.0,145.0414456124738,146.27061040579989,144.70854681428136,144.70854681428136,3205462.0
2017-04-12,171.04,171.2,170.02,170.66,3276931.0,0.0,1.0,145.99746267394963,146.13403653987476,145.12680427867704,145.6730997423775,3276931.0
2017-04-11,170.65,171.23,168.98,170.58,4890163.0,0.0,1.0,145.66456387575718,146.15964413973572,144.23907415016376,145.60481280941494,4890163.0
2017-04-10,172.53,172.56,171.0,171.2,3789936.0,0.0,1.0,147.2693068003773,147.29491440023824,145.96331920746837,146.13403653987476,3789936.0
2017-04-07,172.08,172.93,171.28,172.14,3588302.0,0.0,1.0,146.8851928024629,147.6107414651901,146.20232347283732,146.9364080021848,3588302.0
2017-04-06,173.47,173.47,172.25,172.45,3435403.0,0.0,1.0,148.07167826268736,148.07167826268736,147.03030253500833,147.20101986741471,3435403.0
2017-04-05,174.7,176.33,172.81,172.88,6238894.0,0.0,1.0,149.12158985698667,150.5129361160988,147.50831106574626,147.56806213208847,6238894.0
2017-04-04,173.52,174.96,173.26,174.52,3108855.0,0.0,1.0,148.11435759578896,149.343522389115,147.89242506366062,148.96794425782093,3108855.0
2017-04-03,173.82,174.87,173.38,174.5,4286498.0,0.0,1.0,148.37043359439855,149.26669958953212,147.99485546310447,148.9508725245803,4286498.0
2017-03-31,173.98,174.95,173.69,174.14,2913684.0,0.0,1.0,148.50700746032365,149.33498652249466,148.25946732833438,148.64358132624878,2913684.0
2017-03-30,173.86,174.59,173.69,173.86,3168254.0,0.0,1.0,148.40457706087983,149.02769532416318,148.25946732833438,148.40457706087983,3168254.0
2017-03-29,174.3,174.49,173.46,173.94,3085606.0,0.0,1.0,148.7801551921739,148.94233665795997,148.06314239606704,148.4728639938424,3085606.0
2017-03-28,173.94,175.0,173.0,174.51,3523345.0,0.0,1.0,148.4728639938424,149.3776658555963,147.67049253153232,148.9594083912006,3523345.0
2017-03-27,172.69,174.16,172.0937,173.77,3259049.0,0.0,1.0,147.4058806663024,148.66065305948942,146.89688693973275,148.32775426129695,3259049.0
2017-03-24,175.12,175.5,173.39,173.83,3221672.0,0.0,1.0,149.4800962550401,149.80445918661226,148.0033913297248,148.37896946101887,3221672.0
2017-03-23,174.43,175.67,173.56,174.82,3739976.0,0.0,1.0,148.89112145823805,149.94956891915768,148.14850106227024,149.22402025643052,3739976.0
2017-03-22,174.04,175.06,172.8,174.78,3450512.0,0.0,1.0,148.55822266004557,149.42888105531821,147.49977519912593,149.18987678994924,3450512.0
2017-03-21,176.01,176.23,173.84,173.88,3927741.0,0.0,1.0,150.23978838424858,150.4275774498956,148.3875053276392,148.42164879412047,3927741.0
2017-03-20,175.65,176.18,175.14,175.7,2476125.0,0.0,1.0,149.93249718591707,150.38489811679403,149.49716798828075,149.97517651901865,2476125.0
2017-03-17,176.29,176.79,175.65,175.65,5920967.0,0.0,1.0,150.47879264961753,150.9055859806335,149.93249718591707,149.93249718591707,5920967.0
2017-03-16,178.46,179.0,176.82,177.24,4311848.0,0.0,1.0,152.33107570622693,152.7920125037242,150.93119358049447,151.28969997854793,4311848.0
2017-03-15,175.71,176.28,174.75,175.81,3815537.0,0.0,1.0,149.983712385639,150.4702567829972,149.16426919008828,150.06907105184217,3815537.0
2017-03-14,176.18,176.82,175.211,175.72,3147497.0,0.0,1.0,150.38489811679403,150.93119358049447,149.55777264128503,149.99224825225932,3147497.0
2017-03-13,177.85,178.06,176.415,176.46,3482189.0,0.0,1.0,151.81038784238743,151.98964104141413,150.5854909823715,150.62390238216298,3482189.0
2017-03-10,178.21,179.49,177.42,177.83,3100116.0,0.0,1.0,152.11767904071894,153.21026996811986,151.44334557771367,151.7933161091468,3100116.0
2017-03-09,179.15,179.25,175.88,177.18,5444076.0,0.0,1.0,152.920050503029,153.0054091692322,150.12882211818442,151.238484778826,5444076.0
2017-03-08,180.75,180.95,179.3,179.45,3557396.0,0.0,1.0,154.28578916228017,154.45650649468655,153.0480885023338,153.17612650163858,3557396.0
2017-03-07,180.71,181.29,180.1997,180.38,2977596.0,0.0,1.0,154.25164569579889,154.74672595977742,153.81606042216396,153.96996209732833,2977596.0
2017-03-06,179.72,180.99,179.57,180.47,3204434.0,0.0,1.0,153.40659490038723,154.49064996116783,153.27855690108242,154.0467848969112,3204434.0
2017-03-03,180.04,181.32,179.7649,180.05,1825048.0,0.0,1.0,153.67974263223743,154.77233355963838,153.44492094151246,153.68827849885778,1825048.0
2017-03-02,181.88,181.88,180.43,180.53,2918153.0,0.0,1.0,155.25034209037628,155.25034209037628,154.01264143042994,154.09800009663311,2918153.0
2017-03-01,180.48,182.55,180.03,181.95,3005564.0,0.0,1.0,154.0553207635315,155.82224515393773,153.67120676561714,155.31009315671852,3005564.0
2017-02-28,179.38,180.63,179.35,179.82,3273335.0,0.0,1.0,153.11637543529633,154.18335876283632,153.09076783543537,153.4919535665904,3273335.0
2017-02-27,181.19,181.25,179.28,179.4,3691209.0,0.0,1.0,154.66136729357422,154.71258249329614,153.03101676909316,153.133447168537,3691209.0
2017-02-24,180.21,181.49,179.89,181.35,3299019.0,0.0,1.0,153.82485236478288,154.91744329218383,153.55170463293265,154.79794115949935,3299019.0
2017-02-23,182.0,182.5,180.92,181.65,2282526.0,0.0,1.0,155.35277248982013,155.77956582083613,154.4308988948256,155.05401715810893,2282526.0
2017-02-22,180.09,181.34,180.09,181.15,3020540.0,0.0,1.0,153.72242196533907,154.78940529287902,153.72242196533907,154.62722382709296,3020540.0
2017-02-21,180.6,180.79,179.12,180.26,4480199.0,0.0,1.0,154.15775116297536,154.31993262876142,152.89444290316803,153.8675316978845,4480199.0
2017-02-17,181.25,181.57,180.0,180.67,3552305.0,0.0,1.0,154.71258249329614,154.98573022514637,153.64559916575618,154.2175022293176,3552305.0
2017-02-16,181.45,182.79,180.87,181.43,3251547.0,0.0,1.0,154.88329982570252,156.0271059528254,154.38821956172401,154.8662280924619,3251547.0
2017-02-15,180.2,181.92,179.81,181.68,2914292.0,0.0,1.0,153.81631649816256,155.28448555685756,153.4834176999701,155.0796247579699,2914292.0
2017-02-14,178.57,180.13,178.35,180.13,2775818.0,0.0,1.0,152.42497023905045,153.75656543182032,152.2371811734034,153.75656543182032,2775818.0
2017-02-13,179.24,179.9,178.84,179.36,3093372.0,0.0,1.0,152.99687330261187,153.56024049955298,152.65543863779908,153.09930370205572,3093372.0
2017-02-10,177.37,178.8701,176.76,178.68,2930710.0,0.0,1.0,151.40066624461207,152.68113159632625,150.87997838077254,152.51886477187398,2930710.0
2017-02-09,176.17,177.8,175.91,177.21,3090710.0,0.0,1.0,150.37636225017368,151.76770850928582,150.15442971804538,151.26409237868697,3090710.0
2017-02-08,177.5,177.5,175.88,176.17,2913126.0,1.4,1.0,151.51163251067624,151.51163251067624,150.12882211818442,150.37636225017368,2913126.0
2017-02-07,176.0,178.62,175.9,178.46,3873233.0,0.0,1.0,149.04679707174958,151.26556189179493,148.96211139159516,151.1300648035479,3873233.0
2017-02-06,175.31,175.98,174.38,175.86,2650509.0,0.0,1.0,148.46246587868418,149.0298599357187,147.67488905324822,148.9282371195334,2650509.0
2017-02-03,175.0,176.34,174.89,175.82,3309179.0,0.0,1.0,148.19994027020553,149.33472838427454,148.1067860220357,148.89436284747163,3309179.0
2017-02-02,174.23,174.97,173.55,174.58,2620526.0,0.0,1.0,147.54786053301663,148.17453456615922,146.9719979079667,147.84426041355707,2620526.0
2017-02-01,175.0,175.7025,172.89,174.29,2795445.0,0.0,1.0,148.19994027020553,148.7948571732902,146.41307241894762,147.59867194110927,2795445.0
2017-01-31,175.05,175.58,173.61,174.52,4134049.0,0.0,1.0,148.24228311028276,148.6911172151011,147.02280931605935,147.79344900546442,4134049.0
2017-01-30,176.98,177.07,174.5768,175.8,4093555.0,0.0,1.0,149.8767167372627,149.9529338494017,147.8415504717921,148.87742571144076,4093555.0
2017-01-27,178.47,179.2,177.3,177.3,3482105.0,0.0,1.0,151.13853337156334,151.75673883669046,150.1477109137568,150.1477109137568,3482105.0
2017-01-26,178.06,178.88,177.51,178.66,3063911.0,0.0,1.0,150.79132208293026,151.4857446601964,150.32555084208104,151.29943616385668,3063911.0
2017-01-25,176.26,179.25,176.13,178.29,5922462.0,0.0,1.0,149.266979840151,151.79908167676768,149.15688845595028,150.9860991472854,5922462.0
2017-01-24,171.36,176.0,171.16,175.9,6952369.0,0.0,1.0,145.11738151258527,149.04679707174958,144.94801015227645,148.96211139159516,6952369.0
2017-01-23,170.08,171.25,170.01,171.03,5477314.0,0.0,1.0,144.0334048066089,145.02422726441543,143.9741248305008,144.83791876807572,5477314.0
2017-01-20,167.81,170.64,166.0,170.55,12606847.0,0.0,1.0,142.11103986710395,144.50764461547354,140.57822905630925,144.43142750333462,12606847.0
2017-01-19,166.96,167.45,165.8,166.81,6963386.0,0.0,1.0,141.39121158579152,141.80617141854808,140.40885769600047,141.26418306555993,6963386.0
2017-01-18,167.45,168.59,166.69,166.8,4005626.0,0.0,1.0,141.80617141854808,142.7715881723083,141.16256024937462,141.2557144975445,4005626.0
2017-01-17,166.69,168.18,166.1201,167.89,3315655.0,0.0,1.0,141.16256024937462,142.42437688367525,140.6799365581747,142.17878841122746,3315655.0
2017-01-13,167.97,168.48,166.875,167.34,2875319.0,0.0,1.0,142.246536955351,142.67843392413843,141.31922875766028,141.71301717037827,2875319.0
2017-01-12,167.77,168.01,165.56,167.95,2927953.0,0.0,1.0,142.0771655950422,142.28041122741274,140.20561206362987,142.2295998193201,2927953.0
2017-01-11,166.05,167.76,165.6,167.75,3599464.0,0.0,1.0,140.62057189638645,142.06869702702673,140.23948633569162,142.0602284590113,3599464.0
2017-01-10,167.98,168.09,165.34,165.52,4118694.0,0.0,1.0,142.25500552336644,142.34815977153627,140.0193035672902,140.17173779156812,4118694.0
2017-01-09,169.47,169.8,167.62,167.65,3189413.0,0.0,1.0,143.51682215766704,143.79628490217658,141.95013707481058,141.97554277885692,3189413.0
2017-01-06,168.69,169.92,167.52,169.53,2945536.0,0.0,1.0,142.8562738524627,143.89790771836184,141.8654513946562,143.56763356575968,2945536.0
2017-01-05,169.25,169.39,167.26,168.7,2682181.0,0.0,1.0,143.33051366132736,143.4490736135435,141.64526862625473,142.86474242047814,2682181.0
2017-01-04,167.77,169.87,167.36,169.26,3381232.0,0.0,1.0,142.0771655950422,143.85556487828467,141.72995430640916,143.33898222934278,3381232.0
2017-01-03,167.0,167.87,166.01,167.19,2934299.0,0.0,1.0,141.42508585785328,142.1618512751966,140.5866976243247,141.58598865014665,2934299.0
2016-12-30,166.44,166.7,165.5,165.99,2952200.0,0.0,1.0,140.95084604898864,141.17102881739007,140.15480065553723,140.5697604882938,2952200.0
2016-12-29,166.02,166.99,166.0,166.6,1663542.0,0.0,1.0,140.59516619234014,141.41661728983786,140.57822905630925,141.08634313723567,1663542.0
2016-12-28,167.29,167.74,166.0,166.19,1757500.0,0.0,1.0,141.67067433030104,142.05175989099587,140.57822905630925,140.73913184860263,1757500.0
2016-12-27,166.98,167.98,166.85,167.14,1397455.0,0.0,1.0,141.40814872182239,142.25500552336644,141.29805733762169,141.54364581006945,1397455.0
2016-12-23,167.0,167.49,166.45,166.71,1701228.0,0.0,1.0,141.42508585785328,141.84004569060986,140.95931461700405,141.1794973854055,1701228.0
2016-12-22,167.36,168.23,166.58,167.06,2802631.0,0.0,1.0,141.72995430640916,142.46671972375245,141.0694060012048,141.47589726594592,2802631.0
2016-12-21,166.25,167.94,165.25,167.33,3575210.0,0.0,1.0,140.78994325669527,142.22113125130468,139.94308645515122,141.70454860236282,3575210.0
2016-12-20,167.49,168.25,166.45,167.6,2174569.0,0.0,1.0,141.84004569060986,142.48365685978334,140.95931461700405,141.9331999387797,2174569.0
2016-12-19,166.83,167.26,166.0,166.68,2955864.0,0.0,1.0,141.28112020159082,141.64526862625473,140.57822905630925,141.1540916813592,2955864.0
2016-12-16,168.97,169.11,166.06,166.73,7117050.0,0.0,1.0,143.09339375689504,143.2119537091112,140.6290404644019,141.1964345214364,7117050.0
2016-12-15,168.01,169.85,167.78,168.02,3388570.0,0.0,1.0,142.28041122741274,143.83862774225378,142.08563416305762,142.28887979542822,3388570.0
2016-12-14,168.37,169.89,167.45,168.51,4123821.0,0.0,1.0,142.58527967596862,143.87250201431553,141.80617141854808,142.70383962818477,4123821.0
2016-12-13,165.68,169.952,165.68,168.29,5932271.0,0.0,1.0,140.30723487981516,143.92500713601126,140.30723487981516,142.5175311318451,5932271.0
2016-12-12,166.72,166.79,165.07,165.5,3392030.0,0.0,1.0,141.18796595342096,141.24724592952904,139.7906522308733,140.15480065553723,3392030.0
2016-12-09,165.18,166.72,164.6042,166.52,3146930.0,0.0,1.0,139.88380647904316,141.18796595342096,139.39618633271408,141.01859459311217,3146930.0
2016-12-08,164.87,166.0,164.22,165.36,3266336.0,0.0,1.0,139.6212808705645,140.57822905630925,139.0708239495609,140.03624070332108,3266336.0
2016-12-07,160.6,165.18,160.39,164.79,4435050.0,0.0,1.0,136.0052023279715,139.88380647904316,135.82736239964723,139.55353232644097,4435050.0
2016-12-06,160.13,160.79,158.93,160.35,2858962.0,0.0,1.0,135.60717963124577,136.16610512026483,134.59095146939296,135.79348812758548,2858962.0
2016-12-05,160.85,161.15,159.5875,159.84,3447052.0,0.0,1.0,136.21691652835747,136.4709735688207,135.14775981640815,135.36159115879803,3447052.0
2016-12-02,159.0,160.29,158.41,160.02,2740782.0,0.0,1.0,134.65023144550102,135.74267671949283,134.15058593259005,135.51402538307596,2740782.0
2016-12-01,161.95,162.195,158.3,159.82,4634740.0,0.0,1.0,137.14845901005592,137.35593892643422,134.0574316844202,135.34465402276714,4634740.0
2016-11-30,163.35,163.8,162.21,162.22,4397777.0,0.0,1.0,138.33405853221757,138.7151440929124,137.36864177845737,137.37711034647282,4397777.0
2016-11-29,164.0,164.41,163.03,163.53,3148196.0,0.0,1.0,138.88451545322118,139.23172674185423,138.06306435572347,138.4864927564955,3148196.0
2016-11-28,163.2,164.66,162.7,164.52,4449355.0,0.0,1.0,138.20703001198595,139.44344094224024,137.78360161121395,139.3248809900241,4449355.0
2016-11-25,161.83,163.19,161.83,163.14,1605344.0,0.0,1.0,137.04683619387066,138.19856144397053,137.04683619387066,138.1562186038933,1605344.0
2016-11-23,161.94,162.38,161.3557,161.98,2256035.0,0.0,1.0,137.13999044204047,137.51260743471985,136.6451720128983,137.17386471410225,2256035.0
2016-11-22,163.0,163.0,161.95,162.67,2770736.0,0.0,1.0,138.03765865167716,138.03765865167716,137.14845901005592,137.75819590716762,2770736.0
2016-11-21,160.69,163.0,160.3697,162.77,4637097.0,0.0,1.0,136.08141944011044,138.03765865167716,135.8101712065759,137.84288158732204,4637097.0
2016-11-18,159.8,160.72,159.21,160.39,2981633.0,0.0,1.0,135.32771688673625,136.10682514415677,134.82807137382528,135.82736239964723,2981633.0
2016-11-17,159.22,159.93,158.85,159.8,2260984.0,0.0,1.0,134.83653994184073,135.43780827093698,134.52320292526943,135.32771688673625,2260984.0
2016-11-16,158.46,159.55,158.03,159.29,2252806.0,0.0,1.0,134.19292877266727,135.11600268635027,133.82878034800333,134.89581991794878,2252806.0
2016-11-15,158.42,159.15,157.55,158.67,3476996.0,0.0,1.0,134.1590545006055,134.77725996573264,133.4222890832622,134.37076870099148,3476996.0
2016-11-14,161.25,161.86,157.58,158.21,5196498.0,0.0,1.0,136.5556592489751,137.07224189791697,133.4476947873085,133.98121457228126,5196498.0
2016-11-11,159.97,161.34,159.33,161.27,4446630.0,0.0,1.0,135.47168254299874,136.63187636111408,134.92969419001057,136.572596385006,4446630.0
2016-11-10,157.66,161.16,157.59,160.22,7715807.0,0.0,1.0,133.51544333143204,136.47944213683613,133.45616335532395,135.68339674338475,7715807.0
2016-11-09,152.96,155.56,151.0,154.81,5403688.0,0.0,1.0,129.53521636417508,131.73704404818957,127.87537703314878,131.10190144703154,5403688.0
2016-11-08,154.56,155.93,153.06,155.17,3921044.0,1.4,1.0,130.89018724664552,132.05038106476087,129.61990204432948,131.4067698955874,3921044.0
2016-11-07,153.99,156.11,153.84,155.72,3804943.0,0.0,1.0,129.24141595593986,131.02069903813086,129.11552328503012,130.69337809376552,3804943.0
2016-11-04,152.4,153.64,151.87,152.43,2470353.0,0.0,1.0,127.9069536442966,128.9476663904838,127.46213287374886,127.93213217847855,2470353.0
2016-11-03,152.51,153.74,151.8,152.37,2878728.0,0.0,1.0,127.99927493629707,129.03159483775696,127.40338296065765,127.88177511011466,2878728.0
2016-11-02,152.48,153.345,151.67,151.95,3074338.0,0.0,1.0,127.97409640211512,128.70007747102798,127.29427597920252,127.52927563156737,3074338.0
2016-11-01,153.5,153.91,151.74,152.79,3191924.0,0.0,1.0,128.83016656430138,129.1742731981213,127.35302589229376,128.23427458866192,3191924.0
2016-10-31,152.76,154.33,152.76,153.69,3553172.0,0.0,1.0,128.20909605447997,129.5267726766686,128.20909605447997,128.98963061412036,3553172.0
2016-10-28,154.05,154.44,152.18,152.61,3654446.0,0.0,1.0,129.29177302430375,129.61909396866906,127.72231106029565,128.08320338357026,3654446.0
2016-10-27,152.82,154.06,152.02,153.35,4229336.0,0.0,1.0,128.25945312284387,129.30016586903108,127.5880255446586,128.70427389339162,4229336.0
2016-10-26,150.71,152.94,150.255,151.81,2811421.0,0.0,1.0,126.48856288538019,128.36016725957165,126.10668845028731,127.41177580538496,2811421.0
2016-10-25,150.69,151.16,149.83,150.88,2647416.0,0.0,1.0,126.47177719592555,126.86624089810941,125.74999254937639,126.63124124574456,2647416.0
2016-10-24,150.4,151.52,150.4,150.57,2666740.0,0.0,1.0,126.2283846988334,127.1683833082928,126.2283846988334,126.37106305919777,2666740.0
2016-10-21,150.58,151.15,149.56,149.63,4414171.0,0.0,1.0,126.37945590392509,126.8578480533821,125.52338574173885,125.58213565483005,4414171.0
2016-10-20,151.28,152.9,151.02,151.52,4023075.0,0.0,1.0,126.96695503483721,128.3265958806624,126.748741071927,127.1683833082928,4023075.0
2016-10-19,151.27,152.45,150.83,151.26,4632854.0,0.0,1.0,126.9585621901099,127.94891786793318,126.58927702210799,126.95016934538256,4632854.0
2016-10-18,150.02,151.0,147.79,150.72,12770570.0,0.0,1.0,125.9094565991954,126.73195538247235,124.0378522250039,126.4969557301075,12770570.0
2016-10-17,154.45,155.89,154.34,154.77,5890421.0,0.0,1.0,129.6274868133964,130.8360564541299,129.53516552139592,129.8960578446705,5890421.0
2016-10-14,154.47,155.53,154.09,154.45,4358147.0,0.0,1.0,129.644272502851,130.53391404394654,129.32534440321302,129.6274868133964,4358147.0
2016-10-13,153.7,154.22,152.27,153.72,2909948.0,0.0,1.0,128.99802345884768,129.43445138466814,127.79784666284151,129.01480914830233,2909948.0
2016-10-12,154.97,154.97,153.08,154.29,2963843.0,0.0,1.0,130.0639147392168,130.0639147392168,128.4776670857541,129.49320129775933,2963843.0
2016-10-11,156.73,156.95,153.89,154.79,2901226.0,0.0,1.0,131.54105541122445,131.7256979952254,129.1574875086667,129.91284353412513,2901226.0
2016-10-10,156.71,158.49,156.655,157.02,2481288.0,0.0,1.0,131.52426972176983,133.01819608323208,131.4781090757696,131.78444790831662,2481288.0
2016-10-07,157.14,157.7,154.86,155.67,2671256.0,0.0,1.0,131.8851620450444,132.3551613497741,129.97159344721635,130.65141387012895,2671256.0
2016-10-06,156.84,157.43,155.89,156.88,1950106.0,0.0,1.0,131.63337670322494,132.12855454213658,130.8360564541299,131.66694808213418,1950106.0
2016-10-05,157.07,157.83,156.72,157.08,1684458.0,0.0,1.0,131.8264121319532,132.46426833122922,131.53266256649712,131.83480497668052,1684458.0
2016-10-04,157.67,158.53,155.82,156.46,2884146.0,0.0,1.0,132.32998281559216,133.05176746214136,130.77730654103868,131.31444860358692,2884146.0
2016-10-03,158.06,158.37,157.02,157.61,2227800.0,0.0,1.0,132.6573037599575,132.9174819465043,131.78444790831662,132.27962574722827,2227800.0
2016-09-30,158.9,159.838,158.06,158.85,3596878.0,0.0,1.0,133.36230271705205,134.14955155247426,132.6573037599575,133.32033849341545,3596878.0
2016-09-29,158.63,165.0,157.46,158.11,3374838.0,0.0,1.0,133.1356959094145,138.48193800071482,132.15373307631853,132.69926798359407,3374838.0
2016-09-28,156.99,158.625,156.23,158.29,3309408.0,0.0,1.0,131.75926937413467,133.13149948705083,131.12141317485865,132.85033918868575,3309408.0
2016-09-27,154.32,156.77,153.81,156.77,2987195.0,0.0,1.0,129.51837983194127,131.57462679013372,129.09034475084817,131.57462679013372,2987195.0
2016-09-26,154.46,154.46,153.46,153.98,2533325.0,0.0,1.0,129.6358796581237,129.6358796581237,128.7965951853921,129.23302311121253,2533325.0
2016-09-23,155.62,156.04,154.71,154.98,2702143.0,0.0,1.0,130.60944964649238,130.96194912503964,129.84570077630661,130.07230758394414,2702143.0
2016-09-22,156.15,157.22,155.69,156.11,2690915.0,0.0,1.0,131.05427041704013,131.95230480286293,130.66819955958357,131.02069903813086,2690915.0
2016-09-21,154.91,155.68,153.87,155.53,2473895.0,0.0,1.0,130.01355767085292,130.65980671485627,129.14070181921207,130.53391404394654,2473895.0
2016-09-20,155.87,156.57,154.45,154.45,2159092.0,0.0,1.0,130.81927076467528,131.4067698955874,129.6274868133964,129.6274868133964,2159092.0
2016-09-19,154.87,156.19,154.55,154.87,2450117.0,0.0,1.0,129.97998629194367,131.08784179594937,129.71141526066955,129.97998629194367,2450117.0
2016-09-16,155.04,155.4,153.47,153.84,6463213.0,0.0,1.0,130.12266465230803,130.42480706249142,128.80498803011943,129.11552328503012,6463213.0
2016-09-15,154.3,156.33,153.21,155.66,3662573.0,0.0,1.0,129.50159414248665,131.2053416221318,128.5867740672092,130.64302102540162,3662573.0
2016-09-14,155.7,155.87,153.39,154.05,3860553.0,0.0,1.0,130.6765924043109,130.81927076467528,128.7378452723009,129.29177302430375,3860553.0
2016-09-13,157.63,157.93,155.5,155.81,3636719.0,0.0,1.0,132.2964114366829,132.5481967785024,130.5087355097646,130.7689136963114,3636719.0
2016-09-12,155.26,158.53,154.84,158.29,4367529.0,0.0,1.0,130.307307236309,133.05176746214136,129.95480775776173,132.85033918868575,4367529.0
2016-09-09,158.03,158.4,155.65,155.69,5185972.0,0.0,1.0,132.63212522577555,132.94266048068624,130.63462818067433,130.66819955958357,5185972.0
2016-09-08,160.55,161.21,158.76,159.0,3963164.0,0.0,1.0,134.7471220970592,135.30104984906205,133.2448028908696,133.44623116432518,3963164.0
2016-09-07,160.19,161.76,160.0,161.64,2866227.0,0.0,1.0,134.4449796868758,135.76265630906443,134.2855156370568,135.6619421723366,2866227.0
2016-09-06,159.88,160.86,159.11,160.35,2994056.0,0.0,1.0,134.184801500329,135.00730028360599,133.53855245632568,134.57926520251286,2994056.0
2016-09-02,159.88,160.57,159.15,159.55,2315366.0,0.0,1.0,134.184801500329,134.7639077865138,133.57212383523495,133.90783762432758,2315366.0
2016-09-01,158.32,159.62,158.1,159.54,2358385.0,0.0,1.0,132.8755177228677,133.9665875374188,132.69087513886674,133.89944477960026,2358385.0
2016-08-31,159.66,159.66,158.26,158.88,2323649.0,0.0,1.0,134.00015891632805,134.00015891632805,132.8251606545038,133.3455170275974,2323649.0
2016-08-30,159.76,160.15,158.81,159.4,1813343.0,0.0,1.0,134.0840873636012,134.41140830796655,133.2867671145062,133.78194495341785,1813343.0
2016-08-29,158.83,160.21,158.5,159.72,2475853.0,0.0,1.0,133.30355280396083,134.46176537633045,133.02658892795938,134.05051598469194,2475853.0
2016-08-26,158.88,160.44,157.85,158.32,2498909.0,0.0,1.0,133.3455170275974,134.6548008050587,132.48105402068384,132.8755177228677,2498909.0
2016-08-25,159.0,159.54,158.42,158.63,2575023.0,0.0,1.0,133.44623116432518,133.89944477960026,132.95944617014086,133.1356959094145,2575023.0
2016-08-24,159.89,160.18,158.32,159.05,3620365.0,0.0,1.0,134.1931943450563,134.4365868421485,132.8755177228677,133.48819538796178,3620365.0
2016-08-23,160.33,161.34,160.23,160.26,2838137.0,0.0,1.0,134.56247951305824,135.41015683051717,134.47855106578507,134.50372959996702,2838137.0
2016-08-22,160.0,160.57,159.13,160.0,2039331.0,0.0,1.0,134.2855156370568,134.7639077865138,133.5553381457803,134.2855156370568,2039331.0
2016-08-19,160.84,160.91,159.52,160.04,2815163.0,0.0,1.0,134.99051459415136,135.04926450724255,133.88265909014564,134.31908701596606,2815163.0
2016-08-18,160.89,162.0,160.4401,161.36,3652013.0,0.0,1.0,135.0324788177879,135.96408458252,134.65488473350598,135.4269425199718,3652013.0
2016-08-17,160.97,161.16,159.84,160.44,3225919.0,0.0,1.0,135.09962157560645,135.25908562542546,134.15123012141976,134.6548008050587,3225919.0
2016-08-16,161.11,161.93,160.69,160.7,2210229.0,0.0,1.0,135.2171214017889,135.9053346694288,134.8646219232416,134.87301476796893,2210229.0
2016-08-15,162.4,162.97,161.78,161.88,2970415.0,0.0,1.0,136.29979837161267,136.77819052106966,135.77944199851905,135.8633704457922,2970415.0
2016-08-12,163.19,163.46,161.52,161.95,2543079.0,0.0,1.0,136.96283310507062,137.18943991270817,135.56122803560885,135.92212035888343,2543079.0
2016-08-11,162.25,164.95,162.18,163.53,8768585.0,0.0,1.0,136.1739057007029,138.43997377707822,136.1151557876117,137.24818982579936,8768585.0
2016-08-10,162.19,162.66,161.955,162.08,2466675.0,0.0,1.0,136.123548632339,136.51801233452287,135.9263167812471,136.03122734033855,2466675.0
2016-08-09,162.22,162.772,161.645,161.77,2737530.0,0.0,1.0,136.14872716652096,136.6120121954688,135.6661385947003,135.77104915379175,2737530.0
2016-08-08,162.73,163.27,161.58,162.04,3039081.0,1.4,1.0,136.57676224761408,137.02997586288916,135.61158510397274,135.99765596142927,3039081.0
2016-08-05,162.0,163.51,161.57,163.5,3812370.0,0.0,1.0,134.79943872828892,136.0559026324847,134.4416377489484,136.0475816794768,3812370.0
2016-08-04,160.86,161.7,160.12,161.55,2488878.0,0.0,1.0,133.85085008538616,134.54981013805136,133.23509956280014,134.4249958429326,2488878.0
2016-08-03,160.13,160.86,159.8,160.67,2861558.0,0.0,1.0,133.24342051580805,133.85085008538616,132.96882906654673,133.6927519782357,2861558.0
2016-08-02,161.27,161.4499,160.36,160.58,3080899.0,0.0,1.0,134.19200915871085,134.3417031033233,133.43480243499022,133.61786340116444,3080899.0
2016-08-01,160.65,161.65,159.84,161.45,2823578.0,0.0,1.0,133.67611007221987,134.50820537301178,133.0021128785784,134.34178631285337,2823578.0
2016-07-29,161.36,161.67,160.03,160.62,3547395.0,0.0,1.0,134.26689773578212,134.5248472790276,133.16021098572887,133.6511472131961,3547395.0
2016-07-28,161.38,161.81,160.71,161.37,2340369.0,0.0,1.0,134.28353964179794,134.64134062113845,133.7260357902674,134.27521868879003,2340369.0
2016-07-27,162.12,162.57,161.18,161.83,2162680.0,0.0,1.0,134.89929016438396,135.27373304974031,134.11712058163957,134.6579825271543,2162680.0
2016-07-26,162.65,163.6,161.37,162.12,2892969.0,0.0,1.0,135.34030067380368,136.13079120955598,134.27521868879003,134.89929016438396,2892969.0
